method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
YACK,MI-FGSM,4/255,densenet161,white_box,10,10,39.48980780773924,0.9666940977600003,1.5461873468651457,0.0,0.0,10,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,resnet50,black_box,10,10,39.48980780773924,0.9666940977600003,1.5461873468651457,0.4,0.25,8,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,vgg19,black_box,10,10,39.48980780773924,0.9666940977600003,1.5461873468651457,0.2,0.0,8,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,inception_v3,white_box,1000,992,39.548146905520476,0.9708812817287117,1.4975472223977084,1.0,1.0,992,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,googlenet,white_box,1000,992,39.548146905520476,0.9708812817287117,1.4975472223977084,0.10584677419354839,0.10584677419354839,992,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,densenet161,white_box,1000,992,39.548146905520476,0.9708812817287117,1.4975472223977084,0.05141129032258065,0.05141129032258065,992,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,resnet50,black_box,1000,992,39.548146905520476,0.9708812817287117,1.4975472223977084,0.3326612903225806,0.1731984829329962,791,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,vgg19,black_box,1000,992,39.548146905520476,0.9708812817287117,1.4975472223977084,0.4334677419354839,0.17727272727272728,660,1.0,,0,,0,1507.4352688000072
YACK,NI-FGSM,4/255,inception_v3,white_box,1,1,34.4849358555124,0.9519185287340184,2.3785166282133,1.0,1.0,1,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,googlenet,white_box,1,1,34.4849358555124,0.9519185287340184,2.3785166282133,0.0,0.0,1,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,densenet161,white_box,1,1,34.4849358555124,0.9519185287340184,2.3785166282133,0.0,0.0,1,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,resnet50,black_box,1,1,34.4849358555124,0.9519185287340184,2.3785166282133,1.0,1.0,1,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,vgg19,black_box,1,1,34.4849358555124,0.9519185287340184,2.3785166282133,0.0,0.0,1,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,inception_v3,white_box,10,10,38.94980830353903,0.9631462490553705,1.5629954610342913,1.0,1.0,10,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,googlenet,white_box,10,10,38.94980830353903,0.9631462490553705,1.5629954610342913,0.0,0.0,10,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,densenet161,white_box,10,10,38.94980830353903,0.9631462490553705,1.5629954610342913,0.0,0.0,10,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,resnet50,black_box,10,10,38.94980830353903,0.9631462490553705,1.5629954610342913,0.4,0.25,8,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,vgg19,black_box,10,10,38.94980830353903,0.9631462490553705,1.5629954610342913,0.2,0.0,8,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,inception_v3,white_box,1000,961,38.86661504344771,0.9670374151213282,1.5427880876833435,1.0,1.0,961,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,googlenet,white_box,1000,961,38.86661504344771,0.9670374151213282,1.5427880876833435,0.09365244536940687,0.09365244536940687,961,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,densenet161,white_box,1000,961,38.86661504344771,0.9670374151213282,1.5427880876833435,0.046826222684703434,0.046826222684703434,961,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,resnet50,black_box,1000,961,38.86661504344771,0.9670374151213282,1.5427880876833435,0.3309053069719043,0.17169069462647443,763,1.0,,0,,0,1845.3767821000074
YACK,NI-FGSM,4/255,vgg19,black_box,1000,961,38.86661504344771,0.9670374151213282,1.5427880876833435,0.449531737773153,0.19558359621451105,634,1.0,,0,,0,1845.3767821000074
